"","id","wave","person_id","sex","age","edu","party","ideo","approve_trump","visits_raw","visits_u","day_range","active_days","count_domains","domain_center","domain_left","domain_right","domain_center_mean","domain_left_mean","domain_right_mean","news_self","news_like_self","condition","party_bin","party_strength","news","news_like","att_imp_gun","att_imp_immigrant","att_imp_climate","att_imp_trump","att_imp_econ","att_str_gun","att_str_immigrant","att_str_climate","att_str_trump","att_str_econ","ft_dem","ft_rep","ft_lib","ft_cons","ft_gun","ft_immigrant","ft_climate","ft_econ","stupid_party_opp","stupid_ind_dem","stupid_ideo_opp","stupid_ind_cons","stupid_gun","stupid_immigrant","stupid_climate","stupid_econ","under_party_opp","under_ideo_opp","under_gun","under_immigrant","under_climate","under_econ","malvol_1","malvol_2","malvol_3","malvol_4","malvol_5","comp_1","comp_2","comp_3","comp_4","perpol_1","perpol_2","perpol_3","perpol_4","att_str","att_imp","ft_party_op","ft_ideo_op","ft","under_party_op","under_ideo_op","under","stupid_party_op","stupid_ideo_op","stupid","malvol","comp","perpol","know","know_1","know_2","know_3","know_4","know_5","know_fac","know_fac_1","know_fac_2","know_fac_3","know_fac_4","ptc","well_act","well_act_1","well_act_2","well_act_3","well_act_4","well_act_5","well_feel","well_feel_1","well_feel_2","well_feel_3","well_feel_4","well_feel_5","well_feel_6","know_r","know_fac_r","ptc_r","att_str_r","att_imp_r","ft_r","under_r","stupid_r","malvol_r","comp_r","perpol_r","well_act_r","well_feel_r","news_r","news_like_r"
"1193","597",1,11,"Female","Age: 25–34","Education: Junior college",4,5,4,21560,7851,89,10,344,0,1,18,0,63.6555555555556,1.8,5.22222222222222,4,"No News - Experiment","Democrat",0,34.4,0.1,5,6,5,6,5,4,5,4,3,5,45,49,43,47,48,43,43,60,4,4,4,4,NA,5,NA,4,4,5,5,5,5,4,5,3,4,2,3,3,4,3,2,3,4,4,5,4.5,5.25,49,47,36.375,4,4,3.4375,4,4,3.375,3.4,3,4,3.2,3,3,5,3,2,1,1,0,0,0,3,5,6,5,6,5,3,2.83333333333333,4,5,1,2,3,2,46.6666666666667,25,33.3333333333333,58.3333333333333,53.125,48.1666666666667,54.1666666666667,52.7777777777778,46.6666666666667,50,50,75,41.6666666666667,87.3114292062634,2.28527632101729
"1194","597",2,11,"Female","Age: 25–34","Education: Junior college",4,5,4,21560,7851,89,10,344,0,1,18,0,63.6555555555556,1.8,5.22222222222222,4,"No News - Experiment","Democrat",0,34.4,0.1,4,4,4,4,4,6,4,5,5,5,40,38,58,50,55,45,58,71,4,4,4,4,5,4,5,4,5,3,4,5,5,4,4,4,4,2,2,3,2,3,3,4,4,5,4,5,4,38,50,36.5625,5,5,3.875,4,4,3.375,3.2,2.75,4.25,3.2,3,3,5,3,2,1,1,0,0,0,3,5,6,5,6,5,3,2.83333333333333,4,5,1,2,3,2,46.6666666666667,25,33.3333333333333,66.6666666666667,37.5,48.4166666666667,63.8888888888889,52.7777777777778,43.3333333333333,45.8333333333333,54.1666666666667,75,41.6666666666667,87.3114292062634,2.28527632101729
"1195","598",1,211,"Female","Age: 55+","Education: Junior college",1,6,1,15308,7826,65,61,276,0,0,3,0,63.7555555555556,0.0491803278688525,5,4,"No News - Control","Democrat",3,4.52459016393443,0,6,5,7,7,6,4,3,7,6,4,0,50,0,50,80,85,95,70,4,NA,1,4,5,NA,NA,4,4,4,3,4,1,4,4,4,5,4,4,0,0,0,3,6,5,7,7,4.5,6,50,50,45.875,4,4,3,4,4,3.375,4.2,0.75,6.25,4.2,5,4,5,3,4,3,1,0,1,1,5,2.2,3,4,1,1,2,4.16666666666667,4,5,3,4,4,5,63.3333333333333,75,55.5555555555556,58.3333333333333,62.5,60.8333333333333,44.4444444444444,52.7777777777778,60,12.5,87.5,25,63.8888888888889,34.544534846274,0
"1196","598",2,211,"Female","Age: 55+","Education: Junior college",1,6,1,15308,7826,65,61,276,0,0,3,0,63.7555555555556,0.0491803278688525,5,4,"No News - Control","Democrat",3,4.52459016393443,0,5,4,8,4,4,6,4,5,4,5,70,39,95,21,29,48,50,29,3,NA,6,4,2,4,6,2,4,5,6,3,5,3,5,5,4,4,5,1,0,0,3,5,2,6,7,5,5.25,39,21,25,4,4,3.3125,3,3,2.625,4.6,1,5,4.2,5,4,5,3,4,3,1,0,1,1,5,2.2,3,4,1,1,2,4.16666666666667,4,5,3,4,4,5,63.3333333333333,75,55.5555555555556,66.6666666666667,53.125,33,51.3888888888889,36.1111111111111,66.6666666666667,16.6666666666667,66.6666666666667,25,63.8888888888889,34.544534846274,0
"1197","599",1,707,"Male","Age: 45–54","Education: Junior college",1,1,1,34488,29206,76,76,630,1,12,177,0.0131578947368421,63.5976608187135,2.32894736842105,3.77777777777778,2,"No News - Experiment","Democrat",3,8.28947368421053,0.157894736842105,7,4,6,7,6,6,6,4,7,5,0,98,0,80,85,98,70,70,6,NA,5,NA,NA,NA,NA,4,1,2,2,1,4,4,2,1,6,5,6,0,1,0,3,2,4,7,7,5.25,5.75,98,80,64.9375,1,1,1.4375,6,6,4.25,4,1,5,1.2,1,1,1,1,2,0,0,0,0,0,1,2.6,1,1,2,2,7,2.83333333333333,1,1,3,3,6,3,13.3333333333333,0,11.1111111111111,70.8333333333333,59.375,86.25,9.72222222222222,72.2222222222222,56.6666666666667,16.6666666666667,66.6666666666667,32.1428571428571,41.6666666666667,49.3071085857389,3.51514863194456
"1198","599",2,707,"Male","Age: 45–54","Education: Junior college",1,1,1,34488,29206,76,76,630,1,12,177,0.0131578947368421,63.5976608187135,2.32894736842105,3.77777777777778,2,"No News - Experiment","Democrat",3,8.28947368421053,0.157894736842105,4,1,8,1,4,3,3,6,1,4,30,90,50,50,70,50,50,60,1,NA,1,NA,1,2,6,1,4,1,4,4,7,3,4,3,3,3,3,1,2,2,3,4,4,5,4,4,4.25,90,50,49.625,4,4,3.375,1,1,1.375,3.2,2,4.25,1.2,1,1,1,1,2,0,0,0,0,0,1,2.6,1,1,2,2,7,2.83333333333333,1,1,3,3,6,3,13.3333333333333,0,11.1111111111111,50,40.625,65.8333333333333,52.7777777777778,8.33333333333333,43.3333333333333,33.3333333333333,54.1666666666667,32.1428571428571,41.6666666666667,49.3071085857389,3.51514863194456
"1199","600",1,325,"Female","Age: 35–44","Education: Bachelor",2,2,1,14455,12502,82,79,423,0,24,27,0,63.4517580872012,0.341772151898734,3.55555555555556,3,"No News - Control","Democrat",2,5.35443037974684,0.30379746835443,6,4,6,7,5,6,5,6,6,6,40,48,35,56,76,75,95,39,3,NA,3,NA,NA,2,NA,2,4,2,5,2,2,6,3,3,3,2,2,1,1,1,2,4,5,6,4,5.75,5.25,48,56,44.0625,4,4,3.1875,3,3,2.25,2.6,1.25,4.75,4.4,4,3,5,5,5,3,1,1,0,1,1,2.4,2,2,1,2,5,2.66666666666667,2,2,2,4,3,3,66.6666666666667,75,11.1111111111111,79.1666666666667,53.125,58.4166666666667,48.6111111111111,27.7777777777778,33.3333333333333,20.8333333333333,62.5,28.5714285714286,38.8888888888889,38.5199626566659,6.36071298171412
"1200","600",2,325,"Female","Age: 35–44","Education: Bachelor",2,2,1,14455,12502,82,79,423,0,24,27,0,63.4517580872012,0.341772151898734,3.55555555555556,3,"No News - Control","Democrat",2,5.35443037974684,0.30379746835443,5,4,9,1,8,6,4,7,1,5,35,44,46,93,51,53,94,36,5,NA,3,NA,3,5,1,4,5,3,4,4,1,4,1,1,1,0,0,0,0,0,2,2,2,5,7,5.5,6.5,44,93,49.125,5,5,3.5625,5,5,3.5625,0.6,0.5,4,4.4,4,3,5,5,5,3,1,1,0,1,1,2.4,2,2,1,2,5,2.66666666666667,2,2,2,4,3,3,66.6666666666667,75,11.1111111111111,75,68.75,65.1666666666667,56.9444444444444,56.9444444444444,0,8.33333333333333,50,28.5714285714286,38.8888888888889,38.5199626566659,6.36071298171412
"1201","601",1,509,"Female","Age: 55+","Education: High school",3,3,1,12563,8158,84,35,432,0,1,4,0,63.7269841269842,0.114285714285714,2.33333333333333,3,"No News - Experiment","Democrat",1,12.3428571428571,0.0285714285714286,4,2,2,3,6,3,3,2,6,4,8,13,18,26,23,33,24,49,1,NA,1,NA,NA,NA,NA,1,6,6,5,5,4,5,1,1,1,1,1,1,2,1,4,1,1,7,4,3,3.5,13,26,18.0625,6,6,4.4375,1,1,1,1,2,3.25,3.6,3,4,4,4,3,4,1,1,1,1,1,3.4,4,4,1,3,5,3.16666666666667,3,5,2,3,3,3,53.3333333333333,100,11.1111111111111,33.3333333333333,31.25,23.75,76.3888888888889,0,6.66666666666667,33.3333333333333,37.5,46.4285714285714,47.2222222222222,59.5934219793375,0.675460252057578
"1202","601",2,509,"Female","Age: 55+","Education: High school",3,3,1,12563,8158,84,35,432,0,1,4,0,63.7269841269842,0.114285714285714,2.33333333333333,3,"No News - Experiment","Democrat",1,12.3428571428571,0.0285714285714286,5,5,4,4,4,5,4,4,4,5,61,59,60,62,62,61,57,63,4,NA,4,NA,4,5,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,3,3,4,4,4,4,4.5,4.5,59,62,45.6875,4,4,3.5,4,4,3.3125,4,3.5,4,3.6,3,4,4,4,3,4,1,1,1,1,1,3.4,4,4,1,3,5,3.16666666666667,3,5,2,3,3,3,53.3333333333333,100,11.1111111111111,58.3333333333333,43.75,60.5833333333333,55.5555555555556,51.3888888888889,56.6666666666667,58.3333333333333,50,46.4285714285714,47.2222222222222,59.5934219793375,0.675460252057578
"1203","602",1,413,"Female","Age: 25–34","Education: Junior college",3,9,1,1649,778,78,31,90,0,0,0,0,63.7555555555556,0,7,1,"No News - Control","Democrat",1,2.90322580645161,0,4,3,5,5,3,5,4,4,2,4,37,67,35,26,19,43,57,31,2,6,5,6,2,NA,NA,7,3,5,6,4,6,7,7,2,2,1,3,0,3,0,5,7,7,3,5,4.25,3.75,67,26,32.875,3,3,3.1875,2,2,2.375,3,2,5.5,6,6,5,7,6,6,4,1,1,1,1,2,3.2,1,3,1,4,7,2.5,2,4,2,2,2,3,93.3333333333333,100,22.2222222222222,54.1666666666667,34.375,43.5,48.6111111111111,30.5555555555556,40,33.3333333333333,75,42.8571428571429,36.1111111111111,24.6756282427158,0
"1204","602",2,413,"Female","Age: 25–34","Education: Junior college",3,9,1,1649,778,78,31,90,0,0,0,0,63.7555555555556,0,7,1,"No News - Control","Democrat",1,2.90322580645161,0,8,5,9,8,8,7,6,7,7,6,0,94,0,77,100,81,96,96,6,6,3,6,6,6,7,5,2,3,1,2,1,3,6,6,6,4,5,4,2,4,4,5,6,7,7,6.5,7.5,94,77,66.3125,2,2,1.6875,6,6,4.75,5.4,3.5,6.25,6,6,5,7,6,6,4,1,1,1,1,2,3.2,1,3,1,4,7,2.5,2,4,2,2,2,3,93.3333333333333,100,22.2222222222222,91.6666666666667,81.25,88.0833333333333,15.2777777777778,83.3333333333333,80,58.3333333333333,87.5,42.8571428571429,36.1111111111111,24.6756282427158,0
"1205","603",1,610,"Female","Age: 55+","Education: Bachelor",2,3,1,31515,16801,86,79,561,0,3,400,0,63.7175808720113,5.06329113924051,2.33333333333333,3,"No News - Experiment","Democrat",2,7.10126582278481,0.0379746835443038,3,5,7,7,7,4,5,7,7,5,16,24,6,16,16,30,17,12,1,NA,1,NA,1,NA,NA,1,4,5,5,5,2,4,4,4,4,2,4,1,1,1,3,4,5,6,6,5.25,5.5,24,16,14.9375,4,4,3.25,1,1,1,3.6,1.5,5.25,4,2,5,1,6,6,3,1,1,1,0,1,3.2,2,3,2,2,7,3.33333333333333,3,3,3,3,3,5,60,75,11.1111111111111,70.8333333333333,56.25,19.5833333333333,50,0,50,25,70.8333333333333,42.8571428571429,50,45.4192219239662,0.893665673029561
"1206","603",2,610,"Female","Age: 55+","Education: Bachelor",2,3,1,31515,16801,86,79,561,0,3,400,0,63.7175808720113,5.06329113924051,2.33333333333333,3,"No News - Experiment","Democrat",2,7.10126582278481,0.0379746835443038,9,5,4,4,5,7,7,4,4,5,70,30,72,36,67,71,51,55,6,NA,3,NA,7,5,3,3,2,2,4,4,4,2,7,7,2,6,6,0,0,0,0,2,5,6,7,5.75,5.75,30,36,32,2,2,2.125,6,6,4.375,5.6,0,5,4,2,5,1,6,6,3,1,1,1,0,1,3.2,2,3,2,2,7,3.33333333333333,3,3,3,3,3,5,60,75,11.1111111111111,79.1666666666667,59.375,42.3333333333333,25,75,83.3333333333333,0,66.6666666666667,42.8571428571429,50,45.4192219239662,0.893665673029561
"1207","604",1,633,"Male","Age: 35–44","Education: Graduate school",6,7,6,72030,32847,79,79,419,2,124,1673,0.0253164556962025,62.185935302391,21.1772151898734,4.55555555555556,5,"No News - Control","Republican",2,5.30379746835443,1.56962025316456,1,4,2,5,5,1,5,2,6,6,91,19,80,14,80,56,78,59,3,NA,3,NA,NA,NA,3,NA,2,2,2,3,2,5,7,5,6,6,6,0,2,1,3,6,3,5,5,3.5,3,91,80,60.0625,2,2,2,3,3,2.5,6,1.5,4.75,5.6,5,6,5,6,6,4,1,1,1,1,6,2,1,3,1,1,4,3.5,2,3,3,4,5,4,86.6666666666667,100,66.6666666666667,41.6666666666667,25,79.75,22.2222222222222,33.3333333333333,90,25,62.5,21.4285714285714,52.7777777777778,38.2927019404226,22.6287276328387
"1208","604",2,633,"Male","Age: 35–44","Education: Graduate school",6,7,6,72030,32847,79,79,419,2,124,1673,0.0253164556962025,62.185935302391,21.1772151898734,4.55555555555556,5,"No News - Control","Republican",2,5.30379746835443,1.56962025316456,8,8,9,9,8,6,5,7,7,4,1,100,1,98,98,99,99,98,6,NA,4,NA,3,4,6,3,1,2,2,2,1,3,7,7,6,6,6,3,4,3,3,6,7,7,7,5.5,8.25,1,1,25.375,1,1,1.25,6,6,4.25,6.4,3.25,6.75,5.6,5,6,5,6,6,4,1,1,1,1,6,2,1,3,1,1,4,3.5,2,3,3,4,5,4,86.6666666666667,100,66.6666666666667,75,90.625,33.5,5.55555555555556,72.2222222222222,96.6666666666667,54.1666666666667,95.8333333333333,21.4285714285714,52.7777777777778,38.2927019404226,22.6287276328387
"1209","605",1,156,"Female","Age: 35–44","Education: Bachelor",1,0,1,56945,27504,85,60,852,1,86,196,0.0166666666666667,62.3222222222223,3.26666666666667,2.88888888888889,2,"No News - Experiment","Democrat",3,14.2,1.43333333333333,7,4,7,7,4,6,5,5,6,4,10,100,20,100,100,100,100,100,7,NA,6,NA,7,NA,NA,NA,1,1,1,1,1,1,6,5,5,6,6,0,0,0,1,5,5,7,7,5,5.5,100,100,75.25,1,1,1,7,7,5.5,5.6,0.25,6,5.2,6,5,4,5,6,3,1,0,1,1,5,2.8,4,1,1,1,7,4.16666666666667,4,5,4,5,3,4,80,75,55.5555555555556,66.6666666666667,56.25,100,0,100,83.3333333333333,4.16666666666667,83.3333333333333,35.7142857142857,63.8888888888889,63.2953154390468,21.3220616296723
"1210","605",2,156,"Female","Age: 35–44","Education: Bachelor",1,0,1,56945,27504,85,60,852,1,86,196,0.0166666666666667,62.3222222222223,3.26666666666667,2.88888888888889,2,"No News - Experiment","Democrat",3,14.2,1.43333333333333,8,2,8,8,9,6,5,6,6,7,40,55,35,50,95,80,95,50,1,NA,1,NA,4,1,7,1,4,6,2,5,1,5,1,3,1,2,3,2,1,0,1,7,6,7,7,6,6.75,55,50,46.5,4,4,3.0625,1,1,1.5625,2,1,6.75,5.2,6,5,4,5,6,3,1,0,1,1,5,2.8,4,1,1,1,7,4.16666666666667,4,5,4,5,3,4,80,75,55.5555555555556,83.3333333333333,71.875,61.6666666666667,45.8333333333333,12.5,23.3333333333333,16.6666666666667,95.8333333333333,35.7142857142857,63.8888888888889,63.2953154390468,21.3220616296723
"1211","606",1,306,"Female","Age: 55+","Education: High school",7,10,6,7954,6490,75,52,168,0,0,34,0,63.7555555555556,0.653846153846154,1.22222222222222,2,"No News - Control","Republican",3,3.23076923076923,0,4,1,1,7,3,4,7,1,7,4,98,0,99,0,98,100,84,98,5,NA,5,NA,NA,NA,4,4,1,1,4,1,4,4,4,5,5,6,6,2,2,0,2,1,4,5,4,4,2.25,98,99,73.25,1,1,1.5625,5,5,3.75,5.2,1.5,3.5,4.4,5,5,2,5,5,4,1,1,1,1,1,3,8,1,1,1,4,1.5,1,2,1,1,1,3,66.6666666666667,100,11.1111111111111,50,15.625,97.3333333333333,12.5,61.1111111111111,76.6666666666667,25,41.6666666666667,39.2857142857143,19.4444444444444,26.9647134233238,0
"1212","606",2,306,"Female","Age: 55+","Education: High school",7,10,6,7954,6490,75,52,168,0,0,34,0,63.7555555555556,0.653846153846154,1.22222222222222,2,"No News - Control","Republican",3,3.23076923076923,0,3,4,4,4,9,4,6,4,7,6,40,62,40,59,42,60,75,60,3,NA,2,NA,2,2,2,2,5,5,6,5,2,3,3,4,4,5,5,0,0,0,0,3,3,4,1,5,5,40,40,35.0625,5,5,3.75,3,3,2.25,4.2,0,2.75,4.4,5,5,2,5,5,4,1,1,1,1,1,3,8,1,1,1,4,1.5,1,2,1,1,1,3,66.6666666666667,100,11.1111111111111,66.6666666666667,50,46.4166666666667,61.1111111111111,27.7777777777778,60,0,29.1666666666667,39.2857142857143,19.4444444444444,26.9647134233238,0
"1213","607",1,602,"Male","Age: 25–34","Education: Junior college",5,6,5,17796,12843,76,76,215,0,12,18,0,63.5976608187135,0.236842105263158,4.66666666666667,5,"No News - Control","Republican",1,2.82894736842105,0.157894736842105,5,3,4,3,4,3,5,4,5,4,70,66,69,41,61,62,49,47,4,NA,5,NA,NA,4,3,NA,4,2,5,5,5,4,4,4,2,4,2,1,3,1,2,2,4,4,3,4,4,70,69,48.6875,4,4,3.4375,4,4,3.125,3.2,1.75,3.25,0.6,1,0,1,1,0,1,1,0,0,0,0,3.4,3,2,4,1,7,1.16666666666667,1,3,0,0,0,3,3.33333333333333,25,0,50,37.5,64.5833333333333,54.1666666666667,47.2222222222222,43.3333333333333,29.1666666666667,37.5,46.4285714285714,13.8888888888889,24.1298243688754,3.51514863194456
"1214","607",2,602,"Male","Age: 25–34","Education: Junior college",5,6,5,17796,12843,76,76,215,0,12,18,0,63.5976608187135,0.236842105263158,4.66666666666667,5,"No News - Control","Republican",1,2.82894736842105,0.157894736842105,9,9,9,9,9,4,3,4,4,6,5,26,46,46,28,63,57,90,3,NA,4,NA,5,5,4,4,4,6,4,3,6,5,5,5,4,2,5,1,2,6,3,4,3,7,5,4.25,9,5,46,27.875,4,4,3.375,3,3,2.875,4.2,3,4.75,0.6,1,0,1,1,0,1,1,0,0,0,0,3.4,3,2,4,1,7,1.16666666666667,1,3,0,0,0,3,3.33333333333333,25,0,54.1666666666667,100,36.8333333333333,52.7777777777778,41.6666666666667,60,50,62.5,46.4285714285714,13.8888888888889,24.1298243688754,3.51514863194456
"1215","608",1,199,"Female","Age: 45–54","Education: Bachelor",5,6,3,7572,3961,83,79,163,5,85,125,0.0632911392405063,62.679606188467,1.58227848101266,3.77777777777778,5,"No News - Experiment","Republican",1,2.06329113924051,1.07594936708861,2,4,6,3,6,4,4,5,3,5,80,38,98,50,38,82,91,70,6,NA,6,NA,2,NA,NA,2,3,2,5,4,5,2,5,5,4,4,5,2,1,2,3,4,1,5,7,4.5,4.5,80,98,62.3125,3,3,2.75,6,6,3.75,4.6,2,4.25,4.2,5,5,4,3,4,2,0,1,0,1,1,3.4,3,3,5,2,4,3.16666666666667,3,4,3,3,3,3,63.3333333333333,50,11.1111111111111,58.3333333333333,43.75,82.75,38.8888888888889,61.1111111111111,66.6666666666667,33.3333333333333,54.1666666666667,46.4285714285714,47.2222222222222,17.7921234348805,17.5134311793544
"1216","608",2,199,"Female","Age: 45–54","Education: Bachelor",5,6,3,7572,3961,83,79,163,5,85,125,0.0632911392405063,62.679606188467,1.58227848101266,3.77777777777778,5,"No News - Experiment","Republican",1,2.06329113924051,1.07594936708861,5,4,2,5,8,4,4,3,5,5,65,25,50,15,55,55,35,55,4,NA,4,NA,2,3,3,3,5,4,5,5,5,4,4,5,3,4,4,1,1,1,2,5,6,5,4,4,4.75,65,50,41.5,5,5,3.9375,4,4,2.9375,4,1.25,5,4.2,5,5,4,3,4,2,0,1,0,1,1,3.4,3,3,5,2,4,3.16666666666667,3,4,3,3,3,3,63.3333333333333,50,11.1111111111111,50,46.875,55,65.2777777777778,43.0555555555556,56.6666666666667,20.8333333333333,66.6666666666667,46.4285714285714,47.2222222222222,17.7921234348805,17.5134311793544
"1217","609",1,202,"Male","Age: 25–34","Education: Less than high school",2,6,3,8541,4908,81,64,158,0,3,2,0,63.7086805555556,0.03125,0.666666666666667,5,"No News - Experiment","Democrat",2,2.46875,0.046875,4,1,4,1,3,3,2,5,2,4,48,50,98,90,96,98,97,90,4,NA,4,4,3,NA,NA,NA,3,4,3,4,3,4,3,4,3,2,2,6,2,4,3,3,3,5,4,3.5,3,50,90,59.0625,3,3,2.625,4,4,3,2.8,3.75,3.75,4,1,6,1,6,6,2,1,0,1,0,1,1.6,1,2,1,1,3,0.333333333333333,1,1,0,0,0,0,60,50,11.1111111111111,41.6666666666667,25,78.4166666666667,36.1111111111111,44.4444444444444,36.6666666666667,62.5,45.8333333333333,14.2857142857143,0,21.323293678976,1.09838684791102
"1218","609",2,202,"Male","Age: 25–34","Education: Less than high school",2,6,3,8541,4908,81,64,158,0,3,2,0,63.7086805555556,0.03125,0.666666666666667,5,"No News - Experiment","Democrat",2,2.46875,0.046875,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,1,NA,1,4,1,1,1,1,7,7,7,7,7,7,4,4,4,3,3,3,3,3,3,7,4,4,4,4,4,0,0,0.25,7,7,5.5,1,1,1,3.6,3,4.75,4,1,6,1,6,6,2,1,0,1,0,1,1.6,1,2,1,1,3,0.333333333333333,1,1,0,0,0,0,60,50,11.1111111111111,50,37.5,0,100,0,50,50,62.5,14.2857142857143,0,21.323293678976,1.09838684791102
"1219","610",1,742,"Female","Age: 55+","Education: Junior college",6,4,1,31460,15436,80,41,549,0,12,8,0,63.4628726287263,0.195121951219512,3.77777777777778,4,"No News - Experiment","Republican",2,13.390243902439,0.292682926829268,6,5,7,1,7,6,5,7,1,4,36,29,41,46,90,75,91,69,4,4,4,4,4,NA,NA,4,5,5,2,4,2,4,2,2,1,1,1,0,0,0,5,5,2,5,6,5.5,6.25,36,41,39.8125,5,5,3.5,4,4,3.25,1.4,1.25,4.5,6,7,6,6,5,6,3,1,1,1,0,2,2.6,8,2,1,1,1,3.16666666666667,6,1,2,5,4,1,93.3333333333333,75,22.2222222222222,75,65.625,52.75,55.5555555555556,50,13.3333333333333,20.8333333333333,58.3333333333333,32.1428571428571,47.2222222222222,61.7401514473609,6.15543678902885
"1220","610",2,742,"Female","Age: 55+","Education: Junior college",6,4,1,31460,15436,80,41,549,0,12,8,0,63.4628726287263,0.195121951219512,3.77777777777778,4,"No News - Experiment","Republican",2,13.390243902439,0.292682926829268,8,9,1,8,8,7,7,7,7,6,78,28,94,5,99,98,99,72,4,4,7,4,6,6,7,1,3,1,1,2,1,3,7,7,6,6,6,6,6,6,6,3,7,7,7,6.75,6.5,78,94,66.25,3,3,2.1875,4,4,3.5,6.4,6,6,6,7,6,6,5,6,3,1,1,1,0,2,2.6,8,2,1,1,1,3.16666666666667,6,1,2,5,4,1,93.3333333333333,75,22.2222222222222,95.8333333333333,68.75,88,26.3888888888889,55.5555555555556,96.6666666666667,100,83.3333333333333,32.1428571428571,47.2222222222222,61.7401514473609,6.15543678902885
"1221","611",1,95,"Male","Age: 35–44","Education: Graduate school",5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44444444444444,4,"","Republican",1,NA,NA,5,5,4,5,5,5,5,3,5,5,59,28,60,29,61,57,51,55,4,NA,4,NA,5,NA,4,NA,4,4,3,3,4,3,4,4,4,2,3,4,3,4,3,3,3,3,4,4.5,4.75,59,60,44,4,4,3.0625,4,4,3.375,3.4,3.5,3.25,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,58.3333333333333,46.875,58.3333333333333,45.8333333333333,52.7777777777778,46.6666666666667,58.3333333333333,37.5,NA,NA,NA,NA
"1222","611",2,95,"Male","Age: 35–44","Education: Graduate school",5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44444444444444,4,"","Republican",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","612",1,683,"Male","Age: 45–54","Education: Junior college",1,2,1,23954,11911,81,80,301,0,2,0,0,63.7305555555556,0,2.55555555555556,2,"No News - Experiment","Democrat",3,3.7625,0.025,7,5,7,7,7,7,6,7,7,7,0,100,0,93,49,50,100,50,3,NA,2,NA,4,3,NA,NA,1,1,5,4,1,4,7,6,5,3,2,5,2,2,5,5,6,7,7,6.75,6.5,100,93,64.0625,1,1,1.625,3,3,2.625,4.6,3.5,6.25,1.2,2,0,2,1,1,2,0,1,1,0,1,4.4,3,3,4,7,5,4,4,7,3,4,1,5,13.3333333333333,50,11.1111111111111,95.8333333333333,68.75,85.0833333333333,13.8888888888889,36.1111111111111,66.6666666666667,58.3333333333333,87.5,64.2857142857143,61.1111111111111,30.3278391229002,0.592061026143072
"1224","612",2,683,"Male","Age: 45–54","Education: Junior college",1,2,1,23954,11911,81,80,301,0,2,0,0,63.7305555555556,0,2.55555555555556,2,"No News - Experiment","Democrat",3,3.7625,0.025,4,2,3,2,4,3,3,2,2,4,50,35,70,25,50,52,51,53,1,NA,2,NA,1,1,1,1,3,4,3,4,4,3,2,1,3,2,2,2,2,2,2,3,3,5,5,3,3.25,35,25,28.125,3,3,2.625,1,1,1,2,2,4,1.2,2,0,2,1,1,2,0,1,1,0,1,4.4,3,3,4,7,5,4,4,7,3,4,1,5,13.3333333333333,50,11.1111111111111,33.3333333333333,28.125,37.1666666666667,36.1111111111111,0,23.3333333333333,33.3333333333333,50,64.2857142857143,61.1111111111111,30.3278391229002,0.592061026143072
"1225","613",1,583,"Female","Age: 45–54","Education: Junior college",5,6,5,6515,3899,85,31,237,0,0,0,0,63.7555555555556,0,1.44444444444444,6,"No News - Experiment","Republican",1,7.64516129032258,0,4,6,3,4,5,4,6,3,5,7,71,0,71,2,98,49,98,70,1,NA,1,NA,3,1,NA,NA,1,3,6,7,7,1,1,7,7,6,6,0,0,0,0,6,6,7,7,5,4.5,71,71,55.4375,1,1,2.0625,1,1,1.25,5.4,0,6.5,4.8,5,6,3,4,6,2,0,1,1,0,3,2.8,2,2,1,3,6,2,1,2,2,3,3,1,73.3333333333333,50,33.3333333333333,66.6666666666667,43.75,73.5833333333333,23.6111111111111,5.55555555555556,80,0,91.6666666666667,35.7142857142857,27.7777777777778,47.2651216833493,0
